Purchase Frequency,Total Purchase Value,Promotional Content Clicked,Discount Sensitivity,Average Cart Size,Preferred Product Category,Session Duration,Returns Frequency,Loyalty Program Member,Monthly Income,Customer Review Count,Customer Sentiment,Average Product Price,Cart Abandonment Rate,Last Purchase Recency,Preferred Brands,Purchase Likelihood
11,5451.523046,Yes,1,4,Groceries,15.16394085,3,Yes,>=50k,17,Positive,932.2064672,0.1,140,Mixed,0
10,5035.226504,Yes,0.33,1,Groceries,20.68580618,3,Yes,>=50k,1,Neutral,915.0831803,0.73,35,Brand B,0
12,3049.267945,Yes,0.38,8,Electronics,22.08994741,3,Yes,>=50k,45,Positive,867.8184892,0.12,47,Brand C,0
10,7607.015864,Yes,0.62,6,Clothing,6.95662971,4,No,<50k,41,Negative,1054.415266,0.8,92,Mixed,0
15,6329.405491,No,0.72,3,Home Decor,18.82315181,2,Yes,>=50k,4,Neutral,1171.71939,0.1,5,Brand A,1
14,3894.158325,No,0.39,3,Clothing,23.17405962,4,No,<50k,43,Neutral,1939.248471,0.33,132,Brand B,1
14,7003.649707,No,0.9,6,Electronics,16.048245,4,No,<50k,41,Negative,1732.066925,0.78,102,Brand C,1
3,4004.858323,No,0.56,7,Electronics,18.44108526,1,Yes,<50k,49,Neutral,459.0719763,0.46,177,Brand B,1
10,3435.993015,Yes,0.45,8,Groceries,16.12484921,2,No,>=50k,37,Neutral,906.2459515,0.88,73,Brand C,1
18,3480.593765,No,0.65,5,Electronics,19.89712372,0,Yes,<50k,27,Neutral,1010.200879,0.4,73,Brand C,1
14,1457.862894,No,0.95,6,Home Decor,16.91745032,0,Yes,<50k,30,Positive,778.1617427,0.99,112,Brand B,0
3,5943.084761,Yes,0.79,1,Clothing,5,2,Yes,<50k,43,Positive,1501.304784,0.02,151,Brand A,0
12,1337.710243,Yes,0.04,6,Home Decor,14.39398966,0,No,>=50k,23,Positive,1674.190708,0.7,6,Brand A,1
18,2543.112337,No,0.33,9,Home Decor,14.07093893,2,Yes,<50k,32,Neutral,760.1230158,0.92,85,Brand B,1
1,848.8239818,Yes,0.47,4,Clothing,18.56892152,1,Yes,>=50k,38,Positive,1006.009856,0.54,57,Brand A,1
13,4827.860614,No,0.31,1,Clothing,20.88423171,1,No,<50k,11,Positive,1448.511294,0.99,148,Brand C,1
3,4699.359079,Yes,0.7,9,Home Decor,13.86164926,4,Yes,<50k,38,Positive,1534.202389,0.71,160,Brand B,1
15,4346.607574,Yes,0.83,4,Clothing,8.875619067,0,No,>=50k,8,Negative,748.0517778,0.43,43,Brand C,0
19,2914.844611,Yes,0.73,2,Home Decor,16.5310784,2,Yes,>=50k,14,Negative,1239.07184,0.52,24,Brand B,0
13,2655.532493,Yes,0.99,1,Home Decor,11.12025909,1,No,<50k,22,Positive,653.4891312,0.88,94,Brand C,1
14,5928.739727,No,0.27,3,Clothing,11.96969483,4,No,>=50k,43,Neutral,1528.313166,0.96,115,Mixed,0
2,3898.896137,No,0.87,7,Clothing,26.9104594,0,No,<50k,44,Positive,636.2235627,0.56,142,Mixed,0
7,5632.716643,Yes,0.77,2,Electronics,11.61137248,0,No,<50k,21,Positive,1056.000658,0.31,156,Brand B,0
15,3229.502628,Yes,0.36,9,Home Decor,7.175626036,0,No,>=50k,35,Neutral,762.4984172,0.24,82,Brand A,0
9,5362.125486,No,0.73,2,Electronics,18.01786549,1,Yes,>=50k,9,Negative,508.5896388,0.48,51,Brand B,1
3,7606.556075,No,0.1,5,Groceries,18.53525081,1,No,>=50k,27,Positive,714.6793119,0.3,16,Brand B,1
17,6172.331601,Yes,0.79,8,Groceries,19.39293747,0,No,<50k,34,Neutral,827.0943236,0.42,35,Mixed,1
1,4175.172364,Yes,0.53,8,Electronics,19.1992573,1,Yes,<50k,28,Positive,1624.165726,0.83,162,Brand B,0
16,5514.397941,No,0.29,3,Electronics,15.72803184,0,No,<50k,4,Negative,764.3715682,0.47,167,Brand C,1
12,4518.669651,No,0.66,2,Clothing,15.78055266,3,Yes,<50k,3,Neutral,1036.147753,0.64,150,Brand C,0
3,5015.760369,Yes,0.64,9,Groceries,19.69779931,1,Yes,<50k,14,Positive,663.5371074,0.09,161,Brand B,0
10,4348.777896,Yes,0.21,3,Clothing,23.04297257,2,Yes,>=50k,29,Negative,1460.407285,0.76,81,Brand B,1
6,4671.329588,No,0.03,8,Clothing,8.6963676,1,No,<50k,25,Positive,1528.037787,0.48,127,Brand A,1
11,5424.186706,No,0.43,2,Home Decor,11.95853977,0,No,>=50k,22,Positive,1392.075676,0.36,79,Brand A,0
9,3013.282601,Yes,0.57,3,Electronics,18.13966207,2,No,>=50k,38,Positive,822.8475228,0.61,155,Brand C,0
6,2968.242346,Yes,0.88,1,Clothing,16.274432,4,Yes,<50k,28,Negative,667.6678544,0.1,59,Mixed,0
12,2222.914892,No,0.93,6,Electronics,6.047160278,2,No,<50k,21,Negative,539.1941087,0.41,159,Brand B,0
6,1799.457791,Yes,0.53,7,Home Decor,12.13366208,2,No,>=50k,34,Negative,1384.443146,0.81,57,Brand B,1
16,2565.434616,Yes,0.75,4,Electronics,16.51342093,1,Yes,<50k,47,Neutral,770.1663386,0.26,81,Brand B,0
9,5318.925014,Yes,0.44,1,Clothing,15.06297723,2,No,<50k,46,Positive,1425.589517,0.91,43,Brand B,1
9,3214.424969,Yes,0.75,3,Groceries,13.20529027,2,Yes,<50k,17,Positive,572.5617783,0.6,161,Brand A,1
3,6027.228928,No,0.2,9,Clothing,26.72034025,0,Yes,>=50k,34,Positive,895.6974179,0.54,148,Brand C,1
19,5069.427498,Yes,0.37,5,Home Decor,14.87554321,1,No,>=50k,45,Neutral,772.2254405,0.4,123,Brand B,0
3,1062.991573,No,0.63,6,Electronics,16.15524499,0,Yes,<50k,32,Neutral,642.6608492,0.74,0,Brand B,1
6,6309.951168,Yes,0.02,4,Clothing,15.66482448,1,No,<50k,6,Neutral,127.4147767,0.56,176,Brand A,1
0,6621.597291,Yes,0.72,1,Electronics,16.05833364,4,No,<50k,33,Positive,338.0835001,0.8,96,Brand C,1
11,3012.27465,Yes,0.84,5,Clothing,15.1886323,2,Yes,<50k,9,Negative,1564.088063,0.33,20,Brand A,0
12,5840.383086,No,0.4,5,Electronics,5,1,Yes,<50k,23,Negative,581.8950317,0.7,98,Brand B,1
9,3287.003525,No,0.45,5,Electronics,10.04897584,2,No,<50k,24,Negative,1334.925985,0.94,154,Brand B,0
14,5195.340753,Yes,0.85,6,Electronics,13.42571342,2,Yes,<50k,47,Neutral,1007.570678,0.28,147,Brand B,1
12,2471.003186,No,0.78,2,Clothing,19.06359831,3,No,<50k,43,Positive,827.7222049,0.98,143,Brand A,1
8,1413.787095,No,0.29,1,Clothing,13.503641,0,No,<50k,26,Negative,788.0307716,0.41,47,Mixed,1
8,4234.365621,No,0.32,2,Clothing,10.84311886,1,No,>=50k,49,Neutral,958.9525507,0.04,31,Brand B,1
14,4752.542107,Yes,0.68,6,Electronics,19.72161491,4,No,<50k,5,Positive,1333.10604,0.36,31,Brand C,1
9,4204.640613,No,0.56,5,Home Decor,21.75546628,3,Yes,<50k,48,Neutral,386.1105663,0.15,123,Brand C,0
9,2631.938884,Yes,0.16,5,Clothing,7.336364381,0,Yes,>=50k,7,Negative,967.074568,0.3,129,Brand C,0
7,4200.201876,Yes,0.31,6,Clothing,15.48463426,4,Yes,<50k,20,Neutral,1192.329489,0.1,21,Brand B,0
15,5538.589505,No,0.9,7,Groceries,5,4,No,>=50k,40,Neutral,1372.111945,0.18,51,Mixed,1
16,4910.21394,Yes,0.69,9,Clothing,13.44289959,2,Yes,>=50k,18,Negative,1505.12571,0.13,95,Mixed,1
4,5365.002061,Yes,0.99,7,Electronics,24.42217115,0,No,<50k,33,Positive,908.269988,0.04,161,Brand B,1
3,3659.769599,Yes,0.77,2,Clothing,15.45973202,3,No,>=50k,38,Negative,299.3104062,0.3,144,Brand C,0
17,7343.435829,No,0.94,6,Groceries,8.094608986,1,Yes,<50k,42,Positive,1203.035941,0.94,22,Brand A,0
18,2647.653327,No,0.22,9,Clothing,8.217737163,1,Yes,>=50k,22,Neutral,940.471568,0.95,32,Brand A,1
3,5975.120594,Yes,0.77,7,Groceries,10.33681991,3,No,<50k,12,Positive,1602.386433,0.85,156,Brand B,0
6,7363.782186,No,0.02,2,Home Decor,11.64161867,2,Yes,>=50k,41,Positive,1100.025214,0.01,18,Mixed,1
9,5961.816185,Yes,0.67,3,Clothing,5.536098612,2,No,<50k,46,Neutral,1607.487704,0.03,120,Brand C,1
17,4594.951546,Yes,0.47,8,Home Decor,16.64630709,4,No,<50k,38,Positive,737.2290879,0.01,68,Brand C,1
18,3943.405907,No,0.35,9,Clothing,17.71935329,0,No,>=50k,27,Positive,1607.31427,0.37,36,Brand A,1
3,7072.175302,Yes,0.86,4,Clothing,13.24896054,4,No,>=50k,5,Neutral,1078.381282,0.98,122,Brand B,1
9,2154.050149,Yes,0.85,9,Clothing,25.22860323,1,No,<50k,11,Positive,1208.846656,0.9,153,Brand B,0
0,3059.751479,Yes,0.02,2,Home Decor,12.8526297,3,No,>=50k,2,Positive,141.6005864,0.25,23,Brand C,1
17,4204.884469,No,0.61,5,Clothing,21.01399226,0,Yes,>=50k,47,Positive,1555.182784,0.41,53,Brand A,1
4,7475.307515,Yes,0.37,2,Electronics,8.061490257,3,No,>=50k,19,Neutral,908.1191202,0.82,20,Brand B,1
14,5759.535272,No,0.42,1,Home Decor,16.49972684,0,Yes,<50k,40,Positive,1247.549996,0.76,96,Mixed,0
16,3063.908483,No,0.83,5,Home Decor,17.25025319,1,Yes,<50k,41,Negative,835.846776,0.13,89,Mixed,0
2,4379.384589,Yes,0.31,2,Groceries,11.44702454,1,No,<50k,44,Positive,1576.145691,0.11,137,Mixed,1
11,3771.353712,No,0.94,7,Clothing,15.83611134,0,No,<50k,7,Positive,1113.39169,0.54,41,Brand B,0
1,3580.422016,Yes,0.18,8,Electronics,11.39617976,2,No,>=50k,25,Positive,1073.556858,0.1,156,Mixed,0
0,6957.779117,Yes,0.66,2,Electronics,13.44042372,0,Yes,<50k,37,Neutral,1946.805885,0.83,162,Mixed,1
16,2256.513741,No,0.67,7,Home Decor,13.58545986,1,No,>=50k,27,Negative,100,0.25,27,Mixed,1
15,8217.561711,No,0.25,4,Electronics,7.972886137,3,Yes,<50k,34,Positive,795.0951942,0.19,139,Mixed,0
4,6656.45938,Yes,0.32,1,Groceries,17.61444819,4,Yes,>=50k,43,Positive,921.9330427,0.19,57,Mixed,1
14,7181.723341,Yes,0.83,3,Electronics,17.95991575,3,No,<50k,40,Positive,585.9601702,0.05,126,Brand A,0
2,4074.120976,Yes,0.76,1,Groceries,13.13322151,1,Yes,<50k,40,Negative,1165.98409,0.64,171,Brand A,1
6,4700.118562,Yes,0.33,5,Home Decor,16.2101802,3,Yes,>=50k,42,Positive,330.687888,0.16,6,Brand C,1
10,2133.696371,Yes,0.53,8,Groceries,10.40117526,2,No,<50k,37,Positive,350.9888765,0.23,143,Brand B,0
9,3950.675186,Yes,0.06,1,Electronics,8.738396022,2,Yes,>=50k,1,Neutral,1218.418839,0.75,92,Brand B,1
8,5987.309695,No,0.21,9,Clothing,13.00032363,0,No,<50k,6,Positive,542.7557074,0.06,34,Brand C,1
13,7592.126124,Yes,0.49,3,Electronics,18.45510235,3,No,<50k,40,Positive,1255.921362,0.2,91,Brand A,1
12,2785.686366,Yes,0.09,5,Electronics,14.62285582,3,No,>=50k,24,Positive,700.8045021,0.15,6,Brand A,0
1,4268.988126,No,0.84,9,Clothing,12.80754156,1,Yes,>=50k,49,Positive,581.1500656,0,13,Brand B,1
2,4697.40156,No,0.72,5,Home Decor,16.67827525,0,Yes,<50k,31,Positive,506.3081034,0.54,58,Brand A,1
6,2208.421596,Yes,0.94,9,Electronics,10.42067244,0,Yes,<50k,11,Positive,524.0923765,0.19,61,Brand C,1
17,6182.698484,Yes,0.69,8,Groceries,8.868701234,3,No,<50k,10,Neutral,785.8273841,0.63,119,Mixed,1
2,3552.019337,No,0.94,7,Electronics,13.23638886,4,Yes,<50k,9,Positive,601.1201231,0.5,65,Brand C,1
9,4609.219298,Yes,0.55,1,Clothing,10.74974577,3,Yes,>=50k,34,Positive,937.5216984,0.67,21,Brand C,1
6,4096.101256,Yes,0.6,4,Electronics,9.052258367,3,No,<50k,43,Negative,100,0.98,143,Brand A,1
8,3421.322989,No,0.98,9,Home Decor,19.51972523,3,Yes,<50k,3,Neutral,576.4872282,0.22,98,Brand B,1
16,4985.910029,Yes,0.64,8,Electronics,26.01503231,2,No,>=50k,41,Positive,1624.576032,0.67,119,Mixed,0
10,4568.780843,Yes,0.03,4,Groceries,7.226938134,0,No,>=50k,1,Positive,371.3023454,0.83,42,Brand C,0
6,4256.284235,Yes,0.72,1,Clothing,12.92053125,2,No,<50k,43,Positive,668.3629641,0.96,96,Brand A,0
13,3543.076757,Yes,0.91,4,Groceries,15.87230694,4,No,<50k,27,Neutral,1619.56273,0.62,97,Mixed,0
18,5639.049342,Yes,0.8,3,Electronics,6.39697434,1,No,>=50k,42,Negative,979.5517727,0.13,115,Mixed,0
3,8307.234537,No,0.58,6,Clothing,13.88620299,4,No,<50k,45,Positive,138.7803797,0.05,147,Brand A,1
5,5279.774466,Yes,0.67,5,Home Decor,14.24946645,0,No,<50k,46,Positive,1297.842858,0.28,137,Brand A,1
9,6992.23643,Yes,0.99,5,Groceries,17.3998045,1,Yes,>=50k,13,Neutral,1592.746229,0.93,146,Brand B,1
6,2219.55615,Yes,0.09,2,Clothing,11.13634292,4,Yes,<50k,43,Positive,987.8705125,0.54,11,Brand A,0
12,5315.522879,No,0.67,3,Groceries,12.17741765,0,Yes,>=50k,28,Neutral,720.7935268,0.58,137,Mixed,0
13,2805.263362,Yes,0.28,6,Electronics,19.85735401,4,Yes,>=50k,1,Neutral,128.9199931,0.61,70,Mixed,1
3,2046.150145,Yes,0.64,2,Home Decor,17.09711811,1,No,<50k,33,Positive,757.0929249,0.33,103,Brand C,1
7,3521.257185,No,0.61,4,Clothing,18.63986819,1,No,<50k,32,Positive,376.834797,0.18,10,Brand C,1
4,7383.798669,Yes,0.15,2,Electronics,6.22960724,4,No,<50k,19,Positive,995.763257,0.95,60,Brand C,1
0,6900.031657,Yes,0.21,9,Clothing,11.65835851,2,Yes,<50k,46,Positive,1413.869465,0.76,125,Brand B,1
3,5486.009444,Yes,0.62,3,Groceries,22.58132351,4,Yes,>=50k,29,Negative,505.5012986,0.51,165,Brand C,1
2,1934.59888,Yes,0.13,6,Groceries,14.58029825,4,No,<50k,41,Positive,1342.499527,0.38,16,Mixed,1
8,4607.438697,Yes,0.27,1,Clothing,14.37137396,4,Yes,<50k,25,Positive,123.3137728,0.48,53,Mixed,1
7,5603.400018,No,0.84,3,Groceries,14.58873418,2,No,>=50k,19,Negative,876.1417912,0.03,172,Brand A,1
0,5351.072459,Yes,0.33,8,Clothing,22.84997175,3,No,<50k,0,Neutral,100,0.25,152,Brand B,1
5,1312.412833,Yes,0.49,5,Home Decor,11.26893908,1,No,<50k,0,Positive,1091.045082,0.25,105,Brand B,1
8,3219.364304,Yes,0.94,8,Electronics,18.35731242,0,Yes,<50k,24,Positive,1563.508186,0.45,158,Brand C,1
6,4871.844472,Yes,0.23,2,Clothing,16.3196903,1,Yes,<50k,32,Positive,782.5308386,0.24,105,Brand B,1
3,6072.581819,Yes,0.39,7,Electronics,8.168953097,1,Yes,<50k,22,Negative,1080.830585,0.19,38,Brand B,0
12,607.7443578,No,0.61,9,Electronics,13.5069326,3,No,<50k,10,Positive,748.2100735,0.77,19,Brand C,1
16,4675.752049,Yes,0.76,7,Clothing,10.83104468,1,No,>=50k,43,Positive,1176.823879,0.89,72,Brand B,0
1,5286.09754,No,0.9,3,Groceries,8.633763556,1,Yes,<50k,14,Neutral,1405.330935,0.07,42,Brand A,1
4,6699.223977,Yes,0.92,7,Clothing,20.98206595,2,Yes,<50k,13,Positive,993.1846912,0.21,115,Mixed,0
11,6385.715168,Yes,0.78,8,Groceries,8.900236578,2,No,>=50k,0,Positive,734.2370074,0.77,128,Brand A,1
7,6165.142638,Yes,0.23,1,Groceries,18.74652113,2,Yes,<50k,32,Neutral,1143.474376,0.82,54,Brand A,1
5,3400.118987,Yes,0.02,3,Electronics,10.69192634,2,No,>=50k,5,Positive,1907.580382,0.5,107,Brand A,0
7,1183.995726,Yes,0.38,5,Clothing,21.78706796,2,Yes,<50k,22,Positive,1157.484367,0.69,102,Brand A,1
17,4213.894486,Yes,0.14,6,Home Decor,12.90093554,0,No,<50k,25,Positive,363.409799,0.08,178,Brand B,1
2,7003.26365,No,0.71,3,Groceries,16.67828787,3,No,>=50k,2,Negative,1946.065689,0.85,132,Brand C,0
11,7786.909055,Yes,0.66,4,Groceries,12.16859617,4,No,>=50k,45,Neutral,592.6762354,0.83,139,Brand B,0
2,6421.098205,Yes,0.04,5,Home Decor,5,2,Yes,<50k,5,Negative,608.101763,0.69,13,Brand A,1
5,5858.681646,Yes,0.84,3,Clothing,6.662294667,3,Yes,>=50k,39,Positive,1504.168457,0.92,102,Brand A,1
1,5759.279297,Yes,0.25,4,Home Decor,5.509694727,4,No,<50k,24,Positive,789.996315,0.05,39,Brand B,1
11,3887.762506,Yes,0.43,5,Electronics,16.26912234,1,No,>=50k,46,Negative,1248.681145,0.23,107,Brand B,0
1,4739.879413,Yes,0.67,2,Electronics,14.85668818,1,No,>=50k,16,Neutral,1212.560166,0.36,136,Brand B,0
5,8338.139052,Yes,0.43,9,Home Decor,17.97339884,3,Yes,>=50k,27,Negative,1220.050738,0.16,169,Brand A,1
16,3114.883988,No,0.44,8,Groceries,11.60405976,0,Yes,>=50k,31,Negative,1722.165668,0.81,41,Brand A,0
2,8229.557581,No,0.07,6,Groceries,5,0,No,<50k,28,Neutral,865.9440742,0.76,32,Brand A,0
1,4355.943691,Yes,0.4,3,Clothing,21.50959714,3,Yes,<50k,22,Positive,1016.939796,0.77,24,Brand A,1
19,7650.864218,Yes,0.76,2,Home Decor,19.94980527,0,Yes,<50k,40,Positive,541.5072419,0.29,117,Brand C,1
7,2186.369981,No,0.92,7,Groceries,16.86953993,0,Yes,<50k,15,Neutral,1373.355882,0.76,77,Brand B,1
11,6171.808402,Yes,0.41,8,Home Decor,20.55437302,1,No,<50k,31,Positive,1102.961265,0.12,8,Brand A,1
3,3526.459728,Yes,0.42,1,Clothing,14.4920442,0,Yes,>=50k,25,Positive,1629.00618,0.11,118,Brand B,0
4,2169.465616,Yes,0.7,6,Home Decor,16.32588477,0,No,>=50k,32,Negative,1184.130639,0.58,118,Brand B,0
12,5437.068085,Yes,0.94,7,Clothing,11.48182815,3,Yes,>=50k,47,Positive,1865.633446,0.05,90,Brand B,1
14,7018.943577,Yes,0.27,9,Home Decor,9.646508586,0,Yes,<50k,18,Positive,936.2830401,0.94,171,Brand A,0
15,3310.117123,Yes,0.44,3,Home Decor,7.116593641,2,No,<50k,40,Neutral,1117.575554,0.33,57,Brand C,0
9,2001.968079,Yes,0.8,2,Groceries,11.23619446,2,Yes,<50k,16,Positive,1034.552839,0.48,152,Brand C,1
15,4816.310471,Yes,0.61,5,Electronics,28.30985645,3,Yes,<50k,37,Positive,652.9702008,0.81,115,Brand B,0
11,4825.129342,No,0.11,1,Clothing,7.398633146,2,No,>=50k,13,Positive,100,0.4,31,Brand B,0
16,6096.639255,Yes,0.63,6,Clothing,10.3116971,1,Yes,<50k,17,Neutral,1112.315575,0.43,21,Brand A,1
15,6899.189143,Yes,0.19,9,Electronics,15.56531015,3,Yes,<50k,20,Positive,199.5852435,0.35,92,Brand C,1
11,4881.169637,Yes,0.51,9,Groceries,26.98727855,0,No,>=50k,45,Neutral,1232.06354,0.35,54,Brand B,1
7,8711.00663,No,0.53,7,Electronics,9.751558739,2,No,<50k,38,Positive,1578.04001,0.47,107,Brand A,1
19,5448.469489,No,0.88,7,Clothing,11.85685033,1,Yes,<50k,41,Positive,970.2441239,0.95,76,Brand B,1
2,4307.146988,No,0.46,8,Groceries,18.35752471,3,Yes,<50k,47,Neutral,1190.948635,0.94,60,Mixed,1
15,1776.865282,Yes,0.28,2,Electronics,18.07470091,3,Yes,<50k,38,Positive,1207.940678,0.55,121,Brand B,1
12,4474.680959,No,0.23,6,Groceries,11.52739231,0,No,<50k,27,Positive,1475.009094,0.46,91,Brand B,1
18,4327.226109,No,0.87,5,Clothing,10.83009257,4,No,<50k,19,Negative,950.8313119,0.81,66,Brand C,1
7,6920.609593,Yes,0.17,5,Electronics,17.23950267,2,Yes,<50k,5,Positive,395.7491636,0.68,129,Brand A,0
4,5924.967248,Yes,0.43,3,Groceries,13.48092601,1,No,>=50k,25,Neutral,124.5697111,0.88,113,Brand B,1
19,2641.261757,Yes,0.19,3,Electronics,16.4374618,3,No,>=50k,5,Positive,826.8141616,0.73,120,Brand C,0
7,5344.508773,No,0.77,6,Clothing,14.15328599,2,Yes,>=50k,38,Neutral,185.043584,0.95,160,Mixed,0
11,6343.062343,Yes,0.47,7,Electronics,16.75665287,1,Yes,>=50k,25,Neutral,1018.927523,0.89,62,Brand C,1
0,8056.062719,Yes,0.35,1,Electronics,17.2740765,1,Yes,<50k,16,Positive,1125.725838,0.86,143,Brand B,1
19,6775.007935,No,0.36,3,Groceries,5.261124457,3,No,<50k,39,Positive,736.174046,0.39,128,Brand C,0
5,6521.693309,No,0.85,1,Home Decor,12.68491099,2,No,<50k,1,Positive,1369.108664,0.39,84,Mixed,1
17,5120.171989,No,0.55,3,Electronics,16.66848774,1,Yes,<50k,20,Neutral,1080.270995,0.74,63,Brand B,1
7,5776.624011,No,0.72,5,Home Decor,19.05289345,3,No,<50k,6,Neutral,668.7665133,0.08,119,Brand A,0
6,7499.009801,Yes,0.9,9,Home Decor,13.34009815,2,No,>=50k,43,Positive,772.3783729,0.32,68,Mixed,1
0,2334.445205,No,0.9,3,Groceries,5.777249644,2,Yes,<50k,19,Positive,1674.979572,0.93,123,Brand A,1
15,4301.121346,Yes,0.33,9,Clothing,21.24557913,3,Yes,>=50k,2,Positive,149.5830301,0.45,120,Brand A,0
11,3454.862502,No,0.95,1,Groceries,19.2782574,2,No,<50k,35,Negative,879.6603528,0.27,144,Brand B,1
5,5758.306237,Yes,0.02,6,Clothing,15.52732844,4,Yes,<50k,42,Neutral,1099.224324,0.48,39,Brand B,1
19,7460.444351,No,0.38,9,Home Decor,12.67743617,1,Yes,>=50k,43,Positive,696.2187452,0.29,101,Brand C,1
1,3806.051427,No,0.9,5,Groceries,18.00156896,1,Yes,>=50k,18,Neutral,638.8631408,0.77,128,Brand B,1
13,500,No,0.27,2,Electronics,12.72524274,2,Yes,<50k,29,Positive,1552.242291,0.85,12,Brand A,1
3,4175.55851,Yes,0.27,5,Electronics,19.38004975,3,No,>=50k,10,Neutral,2020.894379,0.78,17,Brand C,1
0,6826.947464,Yes,0.3,1,Clothing,23.98377821,0,Yes,<50k,12,Positive,832.8107623,0.15,67,Brand C,1
17,6075.259806,No,0.61,9,Electronics,12.56185091,2,No,<50k,32,Neutral,1012.73297,0.34,110,Mixed,1
12,5856.372496,Yes,0.44,9,Electronics,18.90220799,0,Yes,<50k,37,Neutral,1290.109824,0.21,13,Brand B,1
1,4440.013396,No,0.73,6,Home Decor,11.72427013,2,No,<50k,47,Negative,490.7225503,0.04,132,Brand A,1
8,2441.938528,Yes,0.89,9,Clothing,20.1367814,0,Yes,<50k,1,Neutral,1035.099628,0.74,61,Brand B,1
1,6030.588643,No,0.67,3,Clothing,13.76737114,2,No,>=50k,45,Positive,1766.779201,0.43,160,Brand A,1
8,3331.43638,Yes,0.2,4,Clothing,22.23914666,3,No,<50k,22,Neutral,2191.758394,0.28,25,Brand A,1
0,9368.193467,No,0.93,6,Electronics,13.6116658,0,No,<50k,49,Neutral,375.9454832,0.31,29,Brand C,1
10,6141.014417,No,0.26,4,Clothing,10.511419,4,No,>=50k,48,Positive,552.5985627,0.14,61,Brand B,1
2,3838.703395,Yes,0.15,1,Home Decor,13.32825967,3,Yes,>=50k,19,Positive,784.0040033,0.83,80,Brand B,1
19,3777.229505,Yes,0.09,7,Electronics,13.88469281,2,No,>=50k,49,Neutral,814.5907636,0.14,69,Brand C,1
3,4814.111587,Yes,0.56,5,Groceries,16.18173351,0,No,<50k,29,Positive,1541.835545,0.34,90,Brand B,1
17,4520.996156,Yes,0.11,8,Clothing,13.3556449,1,No,>=50k,14,Positive,1017.082803,0.01,35,Brand A,0
5,7233.667551,Yes,0.14,9,Groceries,16.22743279,3,No,<50k,1,Neutral,1501.067826,0.44,6,Brand A,1
2,5372.832339,No,0.3,5,Electronics,16.31560701,0,Yes,>=50k,29,Positive,1120.832142,0.35,64,Brand A,0
10,3536.736522,Yes,0.28,8,Home Decor,12.86281009,3,Yes,<50k,24,Neutral,943.180214,0.72,76,Mixed,1
14,8780.88137,Yes,0.6,1,Home Decor,16.6420208,0,No,<50k,3,Positive,1223.418654,0.72,40,Brand C,1
4,5098.616663,Yes,0.82,1,Groceries,12.06879369,1,No,>=50k,0,Positive,100,0.04,31,Brand B,0
19,6537.679352,Yes,0.76,7,Home Decor,24.99907034,4,Yes,>=50k,7,Negative,836.3338024,0.12,141,Brand A,1
9,3783.546985,Yes,0.26,6,Groceries,16.49561695,1,No,>=50k,13,Negative,854.6807245,0.9,160,Brand A,0
11,5726.231255,No,0.25,5,Home Decor,18.06162437,2,No,<50k,10,Neutral,303.8035037,0.79,29,Mixed,0
14,5622.219982,No,0.97,5,Home Decor,14.02328098,3,No,<50k,23,Negative,1671.829848,0.39,5,Mixed,1
16,1220.701416,Yes,0.01,9,Groceries,11.39701894,4,Yes,>=50k,23,Positive,877.415029,0.17,9,Brand A,0
9,9030.550221,Yes,0.88,1,Home Decor,19.18000196,3,Yes,<50k,31,Negative,1183.975764,0.26,102,Mixed,1
5,7581.288922,No,0.2,8,Clothing,16.64943162,0,Yes,>=50k,24,Neutral,1432.442817,0.66,19,Brand B,0
17,4205.609368,Yes,0.95,2,Electronics,5,2,No,<50k,45,Neutral,583.7334488,0.95,88,Brand A,1
12,2795.460519,Yes,0.34,7,Groceries,24.62824338,2,No,>=50k,27,Neutral,1142.438479,0.62,123,Brand A,0
2,5695.123228,Yes,0.44,6,Clothing,18.68912562,3,No,<50k,15,Negative,182.1992763,0.03,117,Brand C,0
9,5173.395399,Yes,0.71,2,Home Decor,13.09468705,2,No,<50k,41,Positive,1272.87846,0.65,11,Brand B,0
13,5711.337897,No,0.59,3,Electronics,18.02816213,3,No,<50k,38,Neutral,723.6028525,0.94,21,Mixed,0
5,5383.154792,No,0.32,4,Clothing,17.10821954,0,No,>=50k,15,Neutral,860.0112337,0.36,75,Brand A,1
2,6012.481979,Yes,0.55,7,Home Decor,17.47641908,0,Yes,>=50k,35,Positive,1560.958468,0.93,13,Brand C,0
15,7894.611399,Yes,0.73,8,Clothing,10.64734567,3,Yes,<50k,11,Negative,1909.412209,0.67,105,Brand A,1
6,6136.20641,No,0.04,2,Clothing,15.35577804,1,Yes,<50k,11,Negative,639.9269747,0.19,175,Brand A,1
19,2900.689002,No,0.01,8,Electronics,16.51036447,1,Yes,>=50k,33,Positive,574.9451581,0.15,35,Brand A,1
13,7725.125705,No,0.46,9,Clothing,21.15954758,0,Yes,<50k,37,Negative,1344.751767,0.18,54,Mixed,0
8,8281.229127,No,0.13,7,Home Decor,15.51302991,4,Yes,<50k,19,Positive,1321.29369,0.7,13,Brand C,0
14,11304.11347,Yes,0.66,1,Electronics,17.1559669,1,Yes,>=50k,46,Neutral,405.4427775,0.59,1,Brand A,1
2,2753.011934,No,0.21,6,Home Decor,10.44863139,3,No,<50k,14,Positive,988.2860284,0.46,1,Brand B,1
