balance,balance_frequency,purchases,installments_purchases,cash_advance,purchases_frequency,oneoff_purchases_frequency,purchases_installments_frequency,credit_limit,payments,prc_full_payment,tenure
3362.98,1,90,0,2093.95,0.08,0.08,0,5000,1599.38,0,12
563.46,0.83,420.06,136.7,765.91,0.83,0.33,0.67,1200,70.5,0,12
31.98,0.78,300,300,0,0.67,0,0.58,7500,214.8,0,12
1964.37,0.78,0,0,2706.49,0,0,0,3000,636.22,0,12
740.7,0.78,1311.76,786.96,0,0.42,0.08,0.33,3500,4250.02,0,12
991.95,1,945.43,0,0,0.58,0.58,0,1500,1448.27,0,12
37.62,0.91,229.5,229.5,0,0.5,0,0.42,6000,229.26,0.43,12
2266.22,1,125.32,0,434.01,0.08,0.08,0,3000,657.19,0,12
262.26,1,2269.74,1210.37,292.97,1,0.42,1,3000,2239.22,0.43,12
14.59,1,200.4,200.4,0,1,0,1,4000,196.54,0.43,12
833.54,1,0,0,1422.64,0,0,0,2500,180.1,0,12
478.52,0.78,768.96,400,2604.39,0.25,0.08,0.17,5000,2465.15,0.36,12
1018.81,1,2799.9,1210.37,0,1,0.67,1,6500,4106.56,0,12
2827.37,1,678.32,483.32,175.57,0.33,0.08,0.25,3000,1223.24,0,12
1529.32,1,678.44,678.44,36.99,0.75,0,0.67,1500,731.94,0,12
2670.12,1,2799.9,1210.37,2830.97,1,0.33,1,7500,1865.74,0.09,12
481.96,0.91,967.23,381.73,2830.97,0.25,0.17,0.17,1400,4250.02,0.43,12
72.09,1,607.36,0,0,1,0.82,0,5500,554.77,0.43,12
87.89,1,1282.73,1210.37,0,0.92,0,0.92,3500,1347.51,0.43,12
5040.84,1,73.42,0,1101.18,0.08,0.08,0,9500,1465.75,0,12
216.71,1,1442.9,1018.3,0,1,0.67,0.83,4000,1111.9,0.43,12
5040.84,1,0,0,306.06,0,0,0,6500,1438.9,0,12
830.52,1,1059.04,260,0,0.5,0.33,0.25,3000,182.54,0,12
88.01,0.78,975,975,0,0.58,0,0.58,2725,1930.44,0.43,12
77.52,1,325,325,117.4,0.83,0,0.75,6500,408.44,0.17,12
5040.84,1,2588.69,995.7,1857.73,1,0.82,0.83,11500,2435.29,0,12
72.77,1,0,0,952.86,0,0,0,2500,945.47,0.09,12
1207.77,1,0,0,944.37,0,0,0,1200,1106.48,0,12
470.59,1,2799.9,560.53,0,1,0.82,0.67,3200,4250.02,0.43,12
1915.68,1,855.27,0,0,0.55,0.55,0,6200,519.06,0,12
1283.81,1,166.9,0,959.09,0.17,0.17,0,1200,1363.55,0,12
1322.58,1,453,0,0,0.5,0.5,0,1800,616.31,0,12
1753.28,1,245.85,0,468.57,0.33,0.33,0,1800,955.3,0,12
1663.49,1,2799.9,1060.28,2830.97,1,0.67,1,8500,4250.02,0,12
528.65,1,2799.9,1210.37,0,0.92,0.82,0.5,6000,4250.02,0.43,12
2517.38,1,320,0,2357.82,0.17,0.17,0,2500,552.9,0,12
1453.61,1,2799.9,803.3,0,1,0.82,0.5,11500,1158.65,0,12
1002.94,1,1056.33,1056.33,0,1,0,1,2200,1108.48,0,12
1344.98,1,224.54,224.54,0,0.5,0,0.5,1500,619.06,0,12
50.37,0.78,507.57,0,0,0.08,0.08,0,6000,503.25,0,12
3570.6,1,150.46,150.46,2830.97,0.18,0,0.09,6500,1233.3,0,12
4364.02,1,2711.9,0,908.15,1,0.82,0,9500,2428.4,0,12
1207.32,0.9,359,0,0,0.4,0.4,0,3000,239.7,0,12
1155.34,0.91,2799.9,1210.37,0,0.5,0.08,0.42,6000,3684.79,0,12
30.33,0.91,284.34,284.34,0,0.33,0,0.25,1200,269.95,0.27,12
30.69,0.78,205.06,607.76,0,0.92,0,1,4500,163.98,0,12
805.37,1,0,0,1257.63,0,0,0,1000,1515.79,0.08,12
638.16,1,1202.72,298.52,716.19,0.83,0.42,0.75,3000,2857.88,0.17,12
264.87,1,940,0,0,0.17,0.17,0,6000,753.03,0,12
576.89,1,1081,0,0,0.25,0.25,0,6000,513.64,0,12
27.17,0.91,275,275,0,0.83,0,0.83,3000,299.57,0.43,12
2292.95,1,0,0,523.02,0,0,0,2500,976.79,0,12
3830.6,1,1257.16,416.16,2830.97,1,0.08,0.92,7500,887.04,0,12
690.63,1,666.6,666.6,0,1,0,1,6000,1130.38,0,12
566.48,1,2799.9,1210.37,0,1,0.5,1,5700,4124,0.43,12
1158.01,1,170,0,299.9,0.08,0.08,0,1200,525.82,0,12
145.32,0.78,530.81,530.81,0,0.58,0,0.5,5500,143.11,0,12
3619.99,1,0,0,1483.64,0,0,0,13000,942.81,0,12
118.94,0.78,1250,1210.37,0,0.71,0,0.71,3000,1130.44,0,12
1793.95,1,0,0,93.2,0,0,0,2500,508.61,0,12
186.02,0.78,269.85,58.05,1115.89,0.71,0.14,0.57,2000,174.56,0.33,12
1414.47,0.78,331.52,0,57.69,0.17,0.17,0,7500,3321.02,0,12
385.84,1,24.63,24.63,0,0.42,0,0.42,4500,1349.94,0,12
306.54,0.91,2684.5,1210.37,0,0.75,0.08,0.67,6000,2855.15,0.43,12
12.13,0.8,244.18,244.18,0,1,0,1,2500,231.24,0.43,12
330.07,1,2441.21,1210.37,0,0.83,0,0.83,1500,2816.1,0.43,12
1121.02,1,0,0,410.04,0,0,0,1500,858.25,0,12
133.96,0.78,128.5,128.5,357.49,0.14,0,0.14,1500,507.93,0,12
1057.7,1,229.74,13.57,768.99,0.5,0.5,0.08,1500,307.76,0,12
5040.84,1,1685.19,132.88,2830.97,0.83,0.75,0.17,13850,4250.02,0.09,12
61.16,0.82,981.49,600,0,0.92,0.82,0.33,7000,873.24,0.4,12
1191.75,1,0,0,1242.65,0,0,0,2500,387.34,0,12
15.58,1,143.76,143.76,0,1,0,0.92,1000,124.75,0.3,12
2.64,1,9.68,9.68,0,0.08,0,0.08,8000,72.28,0,12
4060.71,0.78,2799.9,1210.37,0,0.5,0,0.42,13850,4250.02,0,12
909.85,0.88,590,0,1557.37,0.38,0.38,0,2500,750.56,0,12
894.36,1,1164,1164,0,1,0,1,2000,907.6,0,12
801.7,1,387.77,387.77,0,0.58,0,0.58,2500,1480.68,0,12
267.25,1,2326.71,993,457.38,1,0.75,0.92,13850,2803.06,0.43,12
291.6,0.78,0,0,1118.36,0,0,0,3000,1174.01,0.08,12
660.47,1,0,0,1334.24,0,0,0,1700,205.4,0,12
128.37,1,1003.2,187.13,0,1,0.82,0.42,7000,1057.65,0.43,12
3267.96,1,1910.51,1210.37,0,1,0,1,3000,2553.37,0,12
437.61,1,0,0,1340.13,0,0,0,1200,1569.5,0.09,12
2701.54,1,0,0,932.37,0,0,0,3000,1065.26,0,12
2427.76,1,0,0,2830.97,0,0,0,5000,477.89,0,12
239.1,1,750,750,1299.25,0.86,0,0.71,6500,2021.85,0.43,12
1500.81,1,2340.87,365.32,0,0.92,0.82,0.5,5500,348.74,0,12
3425.95,1,0,0,2601.13,0,0,0,4000,1114.68,0,12
103.79,1,1607.84,1210.37,0,1,0.08,1,7000,1563.29,0.43,12
1621.35,1,2799.9,921.1,0,1,0.82,0.83,5000,2721.87,0,12
250.26,0.78,486.94,0,1131.99,0.25,0.25,0,4500,2837.09,0.33,12
663.39,0.88,1208.7,182.76,0,0.88,0.25,0.75,1500,662.52,0,12
96.82,0.78,928.53,317.49,148.45,0.25,0.25,0.17,3000,1827.5,0.43,12
636.14,1,2799.9,1210.37,0,1,0.82,0.67,6000,4250.02,0.25,12
5040.84,1,684.74,579.44,2830.97,1,0.08,1,13850,3546.06,0,12
5040.84,1,270,0,2706.55,0.17,0.17,0,6000,1259.2,0,12
2172.89,0.91,416.74,416.74,0,0.42,0,0.33,3000,3905.49,0.1,12
1143.33,1,0,0,267.4,0,0,0,2500,588.79,0,12
1595.98,1,0,0,138.76,0,0,0,2400,351.31,0,12
288.1,1,2622.6,1210.37,0,1,0,1,450,2718.48,0.43,12
5040.84,1,306.91,0,2830.97,0.27,0.27,0,12000,3512.63,0,12
15.45,0.82,574.75,574.75,0,1,0,0.91,1000,560.22,0,12
1903.27,0.78,1813.4,1210.37,2830.97,0.5,0,0.42,4000,1959.92,0,12
1102.63,1,1409.31,329.13,0,0.67,0.25,0.58,8500,874.02,0,12
21.88,1,123.48,123.48,0,1,0,0.83,1500,87.87,0.43,12
2.59,0.78,70,0,0,0.08,0.08,0,2000,396.44,0,12
1182.28,1,0,0,19.33,0,0,0,1200,254.73,0,12
66.84,1,908.34,185.32,0,1,0.82,0.08,6500,788.6,0.43,12
4476.63,1,0,0,2830.97,0,0,0,6000,3395.64,0,12
5040.84,1,0,0,2830.97,0,0,0,12000,3357.94,0,12
536.03,1,0,0,1057.95,0,0,0,1200,1326,0,12
5040.84,1,966.6,966.6,774.25,1,0,1,4500,3332.36,0,12
97.17,1,1639.92,1210.37,0,1,0,1,2150,1620.29,0.08,12
1339.01,1,0,0,1982.37,0,0,0,2500,1331.71,0,12
2786.74,1,231.63,145,0,0.5,0.17,0.25,3000,711.84,0,12
28.41,0.78,215.94,215.94,0,0.5,0,0.5,4000,331.53,0.43,12
37.26,1,498.65,447.6,0,1,0.08,1,7000,487.17,0.43,12
11.12,1,168,168,0,1,0,1,5500,154.71,0.08,12
6.42,0.78,136.72,136.72,0,0.33,0,0.33,2500,361.01,0.43,12
135.86,0.78,843.95,645.95,0,0.75,0.25,0.62,1200,862.49,0.43,12
13.79,0.91,600,0,0,0.08,0.08,0,4500,607.68,0,12
2116.85,1,898.34,898.34,256.38,0.92,0,0.92,2500,1786.5,0,12
135.79,0.91,880.28,880.28,0,0.83,0,0.83,6000,1550.33,0.43,12
243.18,1,2687.48,1210.37,0,1,0.33,1,5500,2349.06,0.43,12
5040.84,1,1569.41,773.34,2830.97,0.55,0.45,0.36,8700,2162.94,0,12
5040.84,1,0,0,2830.97,0,0,0,8500,2902.82,0,12
364.22,0.82,142.52,0,654.35,0.08,0.08,0,2500,621.96,0,12
53.17,0.78,60,0,277.13,0.08,0.08,0,1200,2202.15,0,12
1173.95,1,785.69,0,0,0.42,0.42,0,1200,473.66,0,12
1543.21,1,1027.57,100,0,0.42,0.33,0.08,6000,319.88,0,12
467.35,1,46.74,46.74,0,0.17,0,0.17,2500,122.05,0,12
303.05,0.78,894.4,285,0,0.64,0.36,0.45,4000,183.62,0,12
5040.84,1,0,0,2830.97,0,0,0,9000,4250.02,0,12
1952.19,1,297.59,198,55.22,0.5,0.08,0.42,2500,634.78,0,12
19.96,1,287.4,287.4,0,1,0,1,3000,276.34,0.43,12
1773.48,1,0,0,1578.89,0,0,0,3000,442.58,0,12
1734.69,1,0,0,158.85,0,0,0,1800,363.84,0,12
927.29,1,364.74,213.32,0,0.75,0.17,0.58,1000,442.17,0,12
1248.19,1,40.13,40.13,0,0.08,0,0.08,1750,293.33,0,12
467.29,1,2799.9,1210.37,0,1,0.08,1,3000,4214.57,0.43,12
1450.96,0.78,0,0,2830.97,0,0,0,4000,446.09,0,12
34.2,1,211.56,211.56,0,1,0,1,1000,188.66,0.43,12
3028.51,1,0,0,353.51,0,0,0,3000,820.09,0,12
886.66,1,1440.48,0,0,1,0.82,0,1800,309.64,0,12
692.53,1,404,0,0,0.17,0.17,0,6400,787.24,0,12
952.95,1,39.58,0,663.06,0.08,0.08,0,1800,1665.46,0,12
2056.87,1,2799.9,0,0,0.83,0.82,0,7000,2647.18,0,12
566.93,0.91,903,0,0,0.09,0.09,0,1500,751.55,0,12
1395.91,1,962.12,0,0,0.58,0.58,0,1600,1081.99,0,12
18.61,0.78,302.5,302.5,0,0.75,0,0.67,3000,705.81,0.33,12
5040.84,1,2799.9,1210.37,2127.49,1,0.82,1,12300,3298.74,0,12
5.17,0.78,69,40,0,0.08,0.08,0.08,5000,167.35,0.18,12
5040.84,1,2799.9,1210.37,266.71,1,0.25,1,13850,1968.08,0,12
5040.84,1,0,0,2137.81,0,0,0,8500,1835.36,0,12
1478.55,1,479.1,168,901.68,0.5,0.42,0.5,4500,4250.02,0,12
985.46,1,672.31,569.31,0,1,0.17,1,2500,1656.97,0,12
767.71,1,1730.6,1069.15,0,1,0.57,0.86,4000,341.46,0,12
5040.84,1,0,0,2830.97,0,0,0,12500,4250.02,0,12
26.77,0.78,190,100,0,0.5,0.1,0.3,1200,270.66,0,12
878.01,0.83,2799.9,380.08,0,0.83,0.82,0.67,13850,4036.03,0.43,12
2409.24,1,990.15,217.55,0,0.75,0.42,0.42,8000,707.71,0,12
2891.68,0.78,0,0,2830.97,0,0,0,10000,1379.83,0,12
21.41,1,149.71,149.71,0,0.92,0,0.92,1500,141.97,0.17,12
1268.58,1,1835.93,1210.37,674.18,1,0.25,1,1200,3021.61,0.08,12
3509.71,1,0,0,2830.97,0,0,0,6000,811.88,0,12
2.57,0.78,0,0,294.43,0,0,0,1300,379.56,0,12
879.99,1,1517.56,10,0,0.58,0.58,0.08,1700,1812.4,0.17,12
868.33,1,1167.15,302.87,748.15,1,0.25,1,3000,704.32,0.08,12
3093.59,1,47.69,0,1438.95,0.17,0.08,0,4100,4250.02,0,12
1879.69,1,832.67,137.94,0,0.58,0.25,0.33,2000,873.93,0,12
5040.84,1,2799.9,0,2830.97,0.33,0.33,0,7500,4250.02,0.25,12
1235.22,1,637.28,627.28,0,1,0.08,0.92,1500,742.38,0,12
4800.17,1,0,0,2830.97,0,0,0,9000,1134.48,0,12
704.91,1,500.5,275,851.16,1,0.17,1,1200,1713.3,0,12
1340.55,1,427.96,96,618.34,0.5,0.33,0.42,1500,326.96,0,12
923.98,1,0,0,2830.97,0,0,0,2500,4250.02,0.2,12
182.17,1,270.65,225,0,0.83,0.08,0.75,1000,216.49,0,12
22.69,0.82,360.6,200,0,0.67,0.17,0.42,4500,415.62,0.43,12
1184.97,1,0,0,2830.97,0,0,0,3000,2355.27,0,12
4375.76,1,1016.41,1016.41,252.58,0.92,0,0.83,10000,1133.81,0,12
444.52,1,302.4,302.4,1955.5,0.33,0,0.25,3000,2579.04,0.17,12
1383.73,1,0,0,148.19,0,0,0,1500,298.94,0,12
4738.8,1,0,0,2830.97,0,0,0,7000,1374.85,0,12
389.84,0.82,0,0,2101.74,0,0,0,3000,2236.59,0,12
455.45,0.91,1301.25,0,0,0.5,0.5,0,1500,472.45,0,12
658.66,1,629.99,0,0,0.08,0.08,0,6000,353.86,0,12
5040.84,1,0,0,2830.97,0,0,0,7000,1689.27,0,12
42.51,0.78,523.15,447.95,0,0.25,0.08,0.25,2000,925.82,0.43,12
21.19,0.78,319.41,319.41,0,0.25,0,0.17,6000,135.55,0.08,12
570.55,1,2799.9,1210.37,0,1,0.25,0.83,5000,3067.83,0.42,12
3.32,0.78,47.05,47.05,0,0.08,0,0.08,1900,511.11,0.43,12
2899.78,1,223.62,29.68,507.26,0.33,0.25,0.17,3000,1059.35,0,12
1278.83,1,0,0,2425.73,0,0,0,4000,445.44,0,12
1368.91,1,0,0,2830.97,0,0,0,6000,322.58,0,12
1859.17,1,0,0,1543.16,0,0,0,3500,310.78,0,12
1413.87,1,313.03,0,1405.69,0.25,0.25,0,1800,1467.77,0,12
205.41,0.91,0,0,1903.84,0,0,0,1500,779.25,0.12,12
2527.53,1,720.16,0,2830.97,0.5,0.5,0,3000,3866.44,0.09,12
1022.72,1,120.09,0,0,0.08,0.08,0,2500,368.73,0,12
3078.06,1,0,0,2830.97,0,0,0,6000,4250.02,0.08,12
1064.31,1,1067.32,824.94,2830.97,0.83,0.25,0.67,6000,4250.02,0.08,12
1204.69,1,0,0,2212.93,0,0,0,3500,1668.25,0,12
40.25,0.78,0,0,909.48,0,0,0,1500,3578.65,0.43,12
2722.6,1,0,0,234.47,0,0,0,3000,638.1,0,12
90.95,0.89,921.02,603.28,0,0.89,0.11,0.78,2500,782.68,0.43,12
165.72,1,231.51,116.51,0,0.83,0.17,0.75,4300,90.96,0,12
738.66,1,0,0,1417.01,0,0,0,3000,170.65,0,12
3182.97,1,2502.46,46.67,1837.02,0.83,0.82,0.17,5500,2170.56,0,12
44.59,0.78,413.7,413.7,0,0.17,0,0.17,2500,2271.74,0,12
3221.11,1,2799.9,1210.37,0,1,0.17,1,9500,4250.02,0,12
45.87,0.78,0,0,566.94,0,0,0,4500,238.15,0,12
2090,1,2576,0,0,0.25,0.25,0,5700,574.51,0,12
2017.31,1,2799.9,1210.37,0,1,0.67,1,12000,4250.02,0,12
1719.05,1,2115.79,720.74,0,1,0.58,0.67,9000,4250.02,0,12
875.65,1,0,0,748.13,0,0,0,1200,860.79,0,12
268.83,0.78,0,0,2793.8,0,0,0,6000,4250.02,0.43,12
1906.28,1,2799.9,1210.37,0,1,0.58,1,8000,1344.62,0,12
2686.6,1,282.52,0,0,0.42,0.42,0,3000,3747.5,0.08,12
99.51,0.78,248.72,23.33,198.92,0.25,0.17,0.08,1500,275.25,0.08,12
1038.57,1,1023.76,167.86,0,0.91,0.27,0.82,1600,811.7,0,12
5040.84,1,0,0,2677.46,0,0,0,9500,1259.72,0,12
788.6,1,2799.9,179.25,974.55,0.92,0.82,0.17,7050,4250.02,0.43,12
2933.39,0.78,0,0,2830.97,0,0,0,6500,4250.02,0.12,12
1322.01,1,0,0,159.29,0,0,0,1500,404.27,0,12
485.51,0.88,0,0,455.23,0,0,0,2000,794.43,0,12
216.72,1,0,0,810.79,0,0,0,1800,1308.54,0.25,12
239.45,0.78,0,0,698.1,0,0,0,2000,351.85,0.17,12
91.86,1,939.51,939.51,0,0.92,0,0.83,3000,874.02,0.43,12
1030.91,1,1083.44,0,1342.62,1,0.82,0,1200,2574.98,0.08,12
391.76,1,575.72,175,0,0.83,0.42,0.5,10500,1631.59,0.33,12
126.28,1,1307.52,1210.37,0,1,0,1,6000,1491.69,0.43,12
1193.71,1,2799.9,1210.37,0,1,0.82,0.75,12500,4250.02,0,12
5040.84,1,0,0,2830.97,0,0,0,7500,3688.22,0,12
5040.84,1,0,0,419.18,0,0,0,6000,1495.07,0,12
1039.26,1,618.75,618.75,0,0.92,0,0.92,1700,202.14,0,12
94.11,1,1090.19,1090.19,0,1,0,1,7000,1174.74,0.43,12
293.12,1,368.91,368.91,683.54,0.75,0,0.75,1800,1309.49,0.17,12
2206.46,1,1945.82,1210.37,194.74,1,0.08,1,9000,819.91,0,12
39.55,0.78,353.9,353.9,0,0.5,0,0.5,2500,374.47,0.43,12
237.44,0.91,1270.32,0,438.42,0.33,0.33,0,1800,1148.38,0,12
38.16,0.78,340,340,0,0.5,0,0.42,5000,888.22,0.43,12
28.59,0.91,258.32,258.32,0,0.67,0,0.58,4000,307.75,0.17,12
1597.68,1,272.4,272.4,0,1,0,1,1550,587.71,0,12
1140.92,1,0,0,1531.18,0,0,0,1800,1336.45,0,12
1458.78,1,0,0,1759.3,0,0,0,3500,856.74,0,12
1173.11,1,823.05,250,1000.87,0.5,0.25,0.42,1500,2049.35,0,12
287.82,1,360,0,0,0.08,0.08,0,3000,112.68,0,12
3.89,0.78,182.49,182.49,0,0.92,0,0.92,1500,201.09,0,12
2377.54,1,0,0,2420.59,0,0,0,5000,533.94,0,12
4694.67,1,0,0,2830.97,0,0,0,12000,4250.02,0,12
30.07,0.78,461.99,0,0,0.33,0.33,0,6000,946,0.43,12
44.54,0.78,916.67,916.67,0,0.42,0,0.42,1500,1075.58,0.42,12
28.35,0.78,235,235,0,0.25,0,0.17,6000,268.13,0.27,12
557.28,1,2799.9,303.55,0,0.83,0.82,0.25,1500,3530.13,0.25,12
1919.1,1,240.27,138.01,2116.08,0.83,0.08,0.75,3200,763.67,0,12
4837.84,0.91,1283.4,142.5,2830.97,0.82,0.82,0.09,4500,4250.02,0,12
226.35,1,2206.74,0,0,1,0.82,0,10000,1891,0.43,12
2269.07,1,284.9,0,490.61,0.17,0.17,0,6000,559.25,0,12
588.62,1,0,0,36.77,0,0,0,1200,1386.88,0.08,12
5040.84,1,2799.9,1056.34,570.06,1,0.67,0.92,13850,2925.02,0,12
2267.66,1,0,0,76.59,0,0,0,2500,597.05,0,12
2514.17,0.82,87.28,0,1863.76,0.08,0.08,0,5000,4250.02,0,12
2354.13,1,2799.9,1210.37,156.15,1,0.33,1,10000,4250.02,0,12
616.57,0.82,2799.9,0,0,0.5,0.5,0,7000,4250.02,0.2,12
153.68,1,181.81,181.81,0,0.83,0,0.83,1500,454.86,0,12
417.9,0.9,1735.17,618.5,649.94,0.9,0.3,0.8,2500,1892.68,0.12,12
810.09,0.91,1428.89,0,0,0.18,0.18,0,2500,1576.84,0,12
450.75,1,194.1,0,345.73,0.17,0.17,0,600,635.07,0,12
21.44,0.78,197.62,197.62,0,0.5,0,0.5,4000,398.38,0.43,12
5040.84,1,482.88,157.36,72.44,0.75,0.5,0.75,9500,2112.62,0,12
1669.99,1,91.84,0,1680.87,0.17,0.17,0,4400,348.41,0,12
957.01,1,604.8,604.8,901.75,1,0,0.92,1000,811.46,0,12
12.89,0.78,1437.15,37.35,0,0.33,0.25,0.08,2700,2372.01,0.25,12
1502.52,1,266.64,266.64,0,0.73,0,0.64,1500,318.73,0,12
2287.49,1,0,0,2705.09,0,0,0,3000,341.75,0,12
184.89,0.78,1686.86,0,0,0.25,0.25,0,6000,3873.51,0,12
2122.82,1,255.34,56,1331.77,0.33,0.17,0.33,5000,1016.84,0,12
1097.29,1,0,0,37.64,0,0,0,1200,236.38,0,12
114.52,1,83,0,69.23,0.17,0.17,0,300,196.33,0.08,12
298.78,0.91,1205.85,894.88,0,0.67,0.33,0.42,3000,378.77,0,12
2306.7,0.78,2799.9,1210.37,191.65,0.67,0.67,0.33,6200,4250.02,0,12
8.84,0.78,1003.66,417.52,0,0.58,0.33,0.25,2500,1140.26,0,12
1710.97,1,2042.5,1042.5,0,0.83,0.08,0.83,9500,1952.92,0,12
742.73,1,2799.9,1210.37,0,1,0.82,1,3750,4250.02,0.43,12
1625.12,1,2799.9,1210.37,1029.56,0.92,0.33,0.75,3500,763.75,0,12
358.92,0.78,0,0,709.49,0,0,0,6400,332,0,12
1060.42,1,480.22,184.59,0,1,0.25,0.92,4200,2398.96,0,12
1047.85,1,384,384,0,1,0,1,1000,530.36,0,12
842.6,0.91,0,0,679.67,0,0,0,1200,1901.28,0.09,12
2344.19,1,0,0,1517.27,0,0,0,3000,681.43,0,12
352.74,1,1833.9,0,0,0.42,0.42,0,2500,1779.98,0.4,12
1643.22,0.82,0,0,2493.5,0,0,0,2500,414.95,0,12
1638.43,1,0,0,37.92,0,0,0,1800,459.15,0,12
855.57,0.78,71.13,71.13,1343.02,0.67,0,0.56,1500,220.44,0,12
2893.9,1,18,18,2830.97,0.08,0,0.08,6000,483.73,0,12
19.77,0.78,197.48,197.48,0,0.33,0,0.25,13850,409.93,0.43,12
5040.84,1,1770.57,1210.37,2830.97,0.5,0,0.42,13850,4250.02,0,12
5040.84,1,230,0,1909.59,0.08,0.08,0,7000,1537.82,0,12
753.52,0.78,1737.87,1210.37,947.96,1,0.08,1,2500,977.19,0.08,12
40.07,1,423.37,0,0,1,0.82,0,7000,430.47,0.08,12
765.97,1,1488.82,86.47,0,0.83,0.82,0.25,4000,1111.59,0,12
2594.88,1,160,0,2830.97,0.08,0.08,0,9500,851.53,0,12
91.66,0.78,1110.01,0,0,0.17,0.17,0,6000,3304.44,0,12
1127.64,1,2799.9,1210.37,0,1,0.82,1,9000,4250.02,0.43,12
1.87,0.78,433.32,433.32,0,1,0,1,2000,238.91,0,12
4241.86,1,225.08,0,2830.97,0.09,0.09,0,5000,2011.13,0,12
287.57,1,472.32,97.32,1785.93,0.33,0.17,0.25,1000,2022.3,0.33,12
5040.84,0.91,0,0,2830.97,0,0,0,6500,1255.55,0,12
345.75,1,2799.9,1210.37,0,1,0.17,1,5500,3016.56,0.43,12
56.87,1,748.36,0,0,1,0.82,0,4000,698.82,0.43,12
471.1,1,0,0,58.19,0,0,0,500,165.27,0,12
11.94,0.78,88.93,0,0,0.08,0.08,0,2750,430.51,0,12
4276.93,1,298,0,2830.97,0.17,0.17,0,8000,969.69,0,12
1768.59,1,63.7,0,0,0.08,0.08,0,2000,750.93,0,12
714.81,1,1110.42,1110.42,0,0.5,0,0.5,2200,4250.02,0.08,12
1222.75,0.78,0,0,2830.97,0,0,0,6000,4250.02,0.33,12
70.79,0.91,0,0,211.85,0,0,0,150,699.29,0,12
67.73,1,869.48,183.69,0,0.92,0.82,0.67,3000,824.56,0.43,12
1455.9,0.82,149,0,1991.84,0.08,0.08,0,2200,2326.99,0,12
309.49,0.78,0,0,2830.97,0,0,0,4000,4250.02,0.33,12
635.48,1,1481.24,320.98,0,1,0.45,0.55,6000,805.52,0.18,12
2475.51,1,569.85,336.81,1909.47,0.67,0.08,0.58,5000,672.05,0,12
5040.84,1,2552.1,472.09,377.86,1,0.82,0.83,9000,1850.33,0,12
3767.55,1,2799.9,1210.37,1841.56,1,0.75,1,9000,4061.6,0,12
182.85,1,1978.87,1210.37,0,1,0.75,1,6000,1590.33,0.43,12
14.57,0.78,180.5,180.5,0,0.42,0,0.33,6000,178.58,0.36,12
10.04,1,0,0,139.11,0,0,0,1000,154.97,0,12
2584.62,1,0,0,385.42,0,0,0,3000,3206.87,0,12
3857.28,1,0,0,1238.05,0,0,0,4000,666.98,0,12
374.1,1,1283.36,30,0,1,0.82,0.08,1800,1482.14,0.08,12
1696.3,1,0,0,1578.16,0,0,0,3000,650.72,0,12
760.88,0.83,2799.9,296.62,103.18,0.83,0.82,0.33,11500,426.8,0,12
269.41,1,2629.96,623.39,0,0.75,0.42,0.58,2200,1936.72,0.42,12
2948.97,1,2799.9,1210.37,451.62,1,0.75,1,5000,2557.01,0,12
130.14,0.78,0,0,435.23,0,0,0,3000,791.78,0.17,12
449.03,1,313.2,313.2,0,1,0,1,1000,136.1,0,12
2556.29,1,0,0,226.37,0,0,0,6000,1311.01,0,12
3031.93,1,2000.6,0,0,0.17,0.17,0,6500,811.11,0,12
1866.43,1,2799.9,1210.37,0,1,0.17,1,5000,2248.34,0,12
2059.04,1,0,0,387.76,0,0,0,2500,460.01,0,12
30.4,1,512.47,0,0,1,0.82,0,7000,484.67,0.43,12
91.27,0.91,701.59,0,0,0.33,0.33,0,3200,812.38,0.1,12
76.67,0.78,410.9,410.9,0,0.67,0,0.56,1500,449.09,0,12
200.57,1,675.9,0,0,0.42,0.42,0,7500,753.5,0.08,12
1078.3,1,0,0,1537.89,0,0,0,1500,199.01,0,12
633.21,1,1625.01,459.65,0,1,0.33,1,2500,764.71,0,12
26.3,0.78,417,0,0,1,0.82,0,6500,960.74,0.11,12
16.73,0.78,128,128,0,0.33,0,0.33,5000,363.87,0.43,12
882.72,1,120,120,322.94,1,0,1,1000,307.58,0,12
1540.08,1,0,0,2830.97,0,0,0,4000,383.06,0,12
5040.84,1,2799.9,1210.37,0,1,0.5,1,13850,2564.86,0,12
2182.75,1,2799.9,856.67,2830.97,1,0.67,1,10000,4250.02,0.25,12
177.82,1,0,0,212.6,0,0,0,3000,141.27,0,12
3127.07,1,2799.9,35.98,0,1,0.82,0.08,4500,665.05,0,12
924.17,1,1663.77,0,2830.97,0.83,0.82,0,3000,4201.69,0.2,12
750.53,1,1384.79,498.47,0,1,0.82,0.92,1800,759.92,0,12
701.14,1,1004.04,380.04,181.87,0.42,0.17,0.25,3000,359.83,0,12
21.96,1,175.45,175.45,0,1,0,0.91,1500,143.61,0.43,12
1175.92,1,14.72,0,79.25,0.08,0.08,0,1200,347.57,0,12
4612.15,1,0,0,2260.62,0,0,0,6500,1210.98,0,12
19.93,0.78,310.64,310.64,0,0.67,0,0.58,9000,409.45,0.43,12
26.16,0.82,318.41,253.41,0,0.75,0.08,0.67,5000,240.47,0,12
14,0.86,94.86,94.86,0,0.86,0,0.71,1500,68.32,0.4,12
1594.33,1,0,0,2830.97,0,0,0,3000,348.8,0,12
